id,name,auther,repo_name,address,like,estimated_testcodes,packages,all_javas,product_codes,test_codes,product_codes_with_Test,test_codes_without_Test,test_codes_witout_Test_but_test,suspect_test_codes,real_product_codes,real_test_codes,real_test_option_codes,not_availables,used_product_codes,used_test_codes,extends_testcodes,extended_testcodes,used junit,used testng,used extends,no open,no decode,no parse,all_available
190,Netflix/SimianArmy,Netflix,SimianArmy,https://api.github.com/repos/Netflix/SimianArmy,6714,57,34,216,159,57,0,0,0,57,159,53,4,0,81,6,15,15,0,55,95,0,0,0,0
19666202,igvteam/igv,igvteam,igv,https://api.github.com/repos/igvteam/igv,253,158,80,971,808,152,7,4,1,153,815,148,8,0,226,10,64,2,155,0,419,0,0,3,3
340,netty/netty,netty,netty,https://api.github.com/repos/netty/netty,19873,612,127,2346,1667,604,57,18,1,644,1685,608,52,1,876,119,243,96,475,0,1323,0,0,1,1
613,MovingBlocks/Terasology,MovingBlocks,Terasology,https://api.github.com/repos/MovingBlocks/Terasology,2984,132,311,2369,2232,120,5,12,0,120,2237,119,13,0,365,8,27,5,118,0,1020,0,0,1,1
934,xetorthio/jedis,xetorthio,jedis,https://api.github.com/repos/xetorthio/jedis,8389,67,10,184,117,53,0,14,0,53,117,50,17,0,68,10,25,2,52,0,72,0,0,0,0
937,grails/grails-core,grails,grails-core,https://api.github.com/repos/grails/grails-core,2710,42,128,495,453,31,0,11,0,31,453,24,18,0,45,1,0,0,2,0,243,0,0,0,0
1041,openzipkin/zipkin,openzipkin,zipkin,https://api.github.com/repos/openzipkin/zipkin,2378,159,44,456,283,117,1,55,34,151,284,144,26,2,135,23,4,2,165,0,124,0,0,4,4
1380,miltonio/milton2,miltonio,milton2,https://api.github.com/repos/miltonio/milton2,114,53,98,1200,1145,50,2,3,0,50,1147,50,3,0,77,1,0,0,0,0,518,0,0,0,0
1449,liquibase/liquibase,liquibase,liquibase,https://api.github.com/repos/liquibase/liquibase,1780,273,112,1111,836,232,2,41,0,232,838,200,73,0,185,16,86,10,135,0,749,0,0,0,0
1554,Graylog2/graylog2-server,Graylog2,graylog2-server,https://api.github.com/repos/Graylog2/graylog2-server,4786,473,449,2506,1983,449,33,41,10,459,2016,435,52,3,955,35,40,12,453,0,1029,0,0,8,8
1958,infinispan/infinispan,infinispan,infinispan,https://api.github.com/repos/infinispan/infinispan,717,2890,820,7472,4746,2110,3,613,69,2179,4749,1927,720,76,1209,765,592,296,227,1780,4305,0,0,243,243
2248,linkedin/indextank-engine,linkedin,indextank-engine,https://api.github.com/repos/linkedin/indextank-engine,878,27,35,360,333,20,0,7,0,20,333,18,9,0,43,10,17,3,1,0,173,0,0,0,0
2281,gradle/gradle,gradle,gradle,https://api.github.com/repos/gradle/gradle,9720,527,982,8795,7993,325,265,212,16,356,8243,212,338,2,194,141,9,5,216,32,3910,0,0,12,12
2315,SpoutDev/Spout,SpoutDev,Spout,https://api.github.com/repos/SpoutDev/Spout,479,102,170,1027,923,93,2,9,0,93,925,92,10,0,194,9,3,3,91,0,567,0,0,0,0
2554,dynjs/dynjs,dynjs,dynjs,https://api.github.com/repos/dynjs/dynjs,463,102,71,724,621,82,1,20,0,82,622,79,23,0,32,9,72,1,80,0,556,0,0,0,0
2739,hangum/TadpoleForDBTools,hangum,TadpoleForDBTools,https://api.github.com/repos/hangum/TadpoleForDBTools,457,33,325,1158,1095,26,30,7,0,37,1114,11,33,0,2,0,0,0,0,0,656,0,0,0,0
3006,wicketstuff/core,wicketstuff,core,https://api.github.com/repos/wicketstuff/core,184,432,550,2736,2288,277,14,157,2,279,2302,231,203,0,401,107,42,8,217,19,1865,0,0,2,2
3008,forcedotcom/SalesforceMobileSDK-Android,forcedotcom,SalesforceMobileSDK-Android,https://api.github.com/repos/forcedotcom/SalesforceMobileSDK-Android,275,100,55,289,189,92,1,7,0,92,190,69,30,0,41,12,29,12,78,0,168,0,0,0,0
3080,nutzam/nutz,nutzam,nutz,https://api.github.com/repos/nutzam/nutz,1871,169,285,1696,1188,186,2,320,2,189,1189,167,340,0,1,51,2,2,219,0,615,0,0,1,1
3083,floodlight/floodlight,floodlight,floodlight,https://api.github.com/repos/floodlight/floodlight,641,105,73,698,593,85,0,20,3,88,593,82,23,0,214,26,36,6,84,0,398,0,0,0,0
3160,killme2008/gecko,killme2008,gecko,https://api.github.com/repos/killme2008/gecko,138,104,41,256,152,52,0,52,30,52,152,18,23,33,34,3,2,1,16,0,33,0,181,0,181
3264,springside/springside4,springside,springside4,https://api.github.com/repos/springside/springside4,5157,75,45,200,123,72,2,3,1,73,125,71,4,0,97,3,1,1,73,0,41,0,0,0,0
3450,pentaho/big-data-plugin,pentaho,big-data-plugin,https://api.github.com/repos/pentaho/big-data-plugin,163,310,118,571,328,210,20,13,0,210,348,170,53,0,186,45,2,1,174,0,254,0,0,6,6
3465,Netflix/servo,Netflix,servo,https://api.github.com/repos/Netflix/servo,1347,71,17,231,159,64,1,7,0,64,160,62,9,0,92,10,14,1,0,62,76,0,0,0,0
3761,bndtools/bndtools,bndtools,bndtools,https://api.github.com/repos/bndtools/bndtools,203,30,142,671,629,18,12,12,0,20,639,18,14,0,4,0,0,0,8,0,344,0,0,3,3
3981,liferay/liferay-portal,liferay,liferay-portal,https://api.github.com/repos/liferay/liferay-portal,1541,1053,7930,31778,27214,3559,54,951,1,3562,27266,3170,1339,3,3338,851,1132,291,3127,0,8935,0,0,97,97
3994,hibernate/hibernate-ogm,hibernate,hibernate-ogm,https://api.github.com/repos/hibernate/hibernate-ogm,292,729,323,1602,873,347,0,382,8,355,873,329,400,0,215,359,237,26,329,0,759,0,0,0,0
17302594,elastic/elasticsearch,elastic,elasticsearch,https://api.github.com/repos/elastic/elasticsearch,33901,4571,1052,12068,7213,3890,47,918,10,3900,7260,233,1066,3509,844,131,213,28,904,0,9129,0,0,123,123
4191,spullara/mustache.java,spullara,mustache.java,https://api.github.com/repos/spullara/mustache.java,1259,47,16,120,73,39,0,8,1,40,73,39,8,0,40,10,6,4,32,0,48,0,0,0,0
4469,plutext/docx4j,plutext,docx4j,https://api.github.com/repos/plutext/docx4j,1046,63,258,3854,3787,56,4,7,3,59,3791,55,8,0,87,5,11,3,56,0,718,0,0,8,8
4563,voldemort/voldemort,voldemort,voldemort,https://api.github.com/repos/voldemort/voldemort,2474,20,181,997,672,264,3,58,1,265,675,227,95,0,0,36,33,18,178,0,410,0,0,0,0
4671,resthub/resthub-spring-stack,resthub,resthub-spring-stack,https://api.github.com/repos/resthub/resthub-spring-stack,126,83,31,151,68,49,0,34,1,50,68,39,44,0,30,26,19,3,0,39,68,0,0,0,0
4751,Catrobat/Catroid,Catrobat,Catroid,https://api.github.com/repos/Catrobat/Catroid,238,299,185,1419,930,323,161,5,0,460,954,447,18,0,493,25,0,0,461,0,647,0,0,0,0
4788,unclebob/fitnesse,unclebob,fitnesse,https://api.github.com/repos/unclebob/fitnesse,1408,39,83,1132,646,391,49,46,1,392,695,368,69,0,0,40,41,20,377,0,403,0,0,0,0
4873,apache/lucene-solr,apache,lucene-solr,https://api.github.com/repos/apache/lucene-solr,3394,2782,420,8464,5568,2680,83,133,0,2681,5650,1210,877,727,1079,126,296,68,1504,0,6269,0,0,30,30
4900,ervandew/eclim,ervandew,eclim,https://api.github.com/repos/ervandew/eclim,901,170,152,498,325,147,3,23,0,147,328,73,90,7,0,2,0,0,74,1,236,0,0,8,8
46271303,soabase/exhibitor,soabase,exhibitor,https://api.github.com/repos/soabase/exhibitor,598,26,25,188,162,21,0,5,0,21,162,21,5,0,52,5,2,1,0,20,22,0,0,0,0
5005,todoroo/astrid,todoroo,astrid,https://api.github.com/repos/todoroo/astrid,1182,37,147,1259,1137,26,85,11,0,26,1222,1,36,0,0,0,0,0,1,0,931,0,0,0,0
5210,square/okhttp,square,okhttp,https://api.github.com/repos/square/okhttp,33288,108,28,167,57,83,1,26,0,83,58,74,35,0,9,26,2,1,76,0,44,0,0,0,0
5297,intermine/intermine,intermine,intermine,https://api.github.com/repos/intermine/intermine,143,449,151,1806,1404,362,2,38,1,363,1406,342,58,0,481,55,107,21,73,0,1222,0,0,0,0
5362,encog/encog-java-core,encog,encog-java-core,https://api.github.com/repos/encog/encog-java-core,572,150,288,1242,1091,142,1,8,1,143,1092,140,10,0,280,6,0,0,120,0,384,0,0,0,0
5378,Bukkit/Bukkit,Bukkit,Bukkit,https://api.github.com/repos/Bukkit/Bukkit,2472,47,42,731,683,46,1,1,0,46,684,41,6,0,78,10,4,4,39,0,490,0,0,0,0
5516,geoserver/geoserver,geoserver,geoserver,https://api.github.com/repos/geoserver/geoserver,1577,1796,542,6248,4391,1661,4,192,1,1662,4395,1546,305,2,1132,298,463,114,1400,0,4331,0,0,9,9
5543,restlet/restlet-framework-java,restlet,restlet-framework-java,https://api.github.com/repos/restlet/restlet-framework-java,516,459,303,1987,1513,273,15,186,0,277,1524,224,239,0,2,122,70,7,29,1,1157,0,0,0,0
5562,sleuthkit/autopsy,sleuthkit,autopsy,https://api.github.com/repos/sleuthkit/autopsy,783,38,131,1362,1319,28,3,12,0,28,1322,13,27,0,18,0,0,0,7,0,854,0,0,9,9
6075,thinkaurelius/titan,thinkaurelius,titan,https://api.github.com/repos/thinkaurelius/titan,4966,111,80,534,390,92,33,19,8,116,407,104,23,0,151,28,74,20,97,0,265,0,0,0,0
6382,BottegaIT/ddd-cqrs-sample,BottegaIT,ddd-cqrs-sample,https://api.github.com/repos/BottegaIT/ddd-cqrs-sample,131,29,63,176,147,5,0,24,0,5,147,5,24,0,21,4,0,0,7,0,43,0,0,0,0
6468,ModeShape/modeshape,ModeShape,modeshape,https://api.github.com/repos/ModeShape/modeshape,223,471,169,1953,1481,407,1,64,5,412,1482,377,94,0,576,107,189,47,362,0,924,0,0,1,1
6489,Atmosphere/atmosphere,Atmosphere,atmosphere,https://api.github.com/repos/Atmosphere/atmosphere,3646,49,26,348,299,49,0,0,0,49,299,49,0,0,93,0,0,0,0,49,133,0,0,0,0
6947,jhy/jsoup,jhy,jsoup,https://api.github.com/repos/jhy/jsoup,7046,49,10,117,68,36,0,13,1,37,68,36,13,0,45,12,0,0,37,0,42,0,0,0,0
7118,brianfrankcooper/YCSB,brianfrankcooper,YCSB,https://api.github.com/repos/brianfrankcooper/YCSB,2437,53,34,244,190,46,0,8,0,46,190,45,9,0,48,8,8,5,32,12,119,0,0,1,1
7292,groovy/groovy-eclipse,groovy,groovy-eclipse,https://api.github.com/repos/groovy/groovy-eclipse,571,30,209,12308,10712,22,1566,8,0,148,12152,140,15,4,245,77,83,10,115,0,8585,0,3,100,103
27653260,scribejava/scribejava,scribejava,scribejava,https://api.github.com/repos/scribejava/scribejava,2232,106,36,285,178,30,0,77,0,30,178,30,77,0,51,6,5,1,26,0,121,0,0,0,0
7410,searls/jasmine-maven-plugin,searls,jasmine-maven-plugin,https://api.github.com/repos/searls/jasmine-maven-plugin,255,36,12,86,49,29,1,7,1,30,50,30,6,0,46,5,0,0,30,0,17,0,0,0,0
7812,cbeust/jcommander,cbeust,jcommander,https://api.github.com/repos/cbeust/jcommander,1214,89,10,148,59,25,0,64,1,26,59,25,63,1,22,24,0,0,0,34,33,0,0,2,2
7933,facebook/facebook-android-sdk,facebook,facebook-android-sdk,https://api.github.com/repos/facebook/facebook-android-sdk,4748,80,53,478,371,81,23,3,0,82,393,74,11,0,95,11,70,5,78,0,257,0,0,0,0
8131,jclouds/jclouds,jclouds,jclouds,https://api.github.com/repos/jclouds/jclouds,878,2183,893,5753,3569,2159,0,25,6,2165,3569,2064,120,0,2407,459,1360,199,0,2057,3308,0,0,0,0
8319,ippontech/tatami,ippontech,tatami,https://api.github.com/repos/ippontech/tatami,353,34,32,250,216,32,0,2,0,32,216,28,6,0,45,4,20,2,29,0,67,0,0,0,0
8677,vvakame/JsonPullParser,vvakame,JsonPullParser,https://api.github.com/repos/vvakame/JsonPullParser,129,44,20,138,93,23,1,21,0,23,94,21,23,0,62,9,0,0,21,0,45,0,0,0,0
36544019,apereo/cas,apereo,cas,https://api.github.com/repos/apereo/cas,4915,1036,611,3908,2829,1055,1,23,0,1055,2830,888,188,2,1176,117,382,82,976,0,1883,0,0,24,24
9615,forge/core,forge,core,https://api.github.com/repos/forge/core,205,415,281,1561,1132,304,14,111,1,305,1146,291,124,0,430,104,15,3,293,0,801,0,0,2,2
9840,mongodb/mongo-java-driver,mongodb,mongo-java-driver,https://api.github.com/repos/mongodb/mongo-java-driver,2502,350,99,1570,1212,182,2,174,0,182,1214,148,208,0,0,155,48,10,170,0,542,0,0,0,0
10269,eucalyptus/eucalyptus,eucalyptus,eucalyptus,https://api.github.com/repos/eucalyptus/eucalyptus,632,71,344,2914,2842,65,1,6,0,65,2843,45,26,0,140,3,0,0,55,0,1734,0,0,0,0
18529245,jprante/elasticsearch-jdbc,jprante,elasticsearch-jdbc,https://api.github.com/repos/jprante/elasticsearch-jdbc,2077,28,15,73,45,22,0,6,0,22,45,16,12,0,16,6,9,3,0,22,41,0,0,0,0
10880,cloudsmith/geppetto,cloudsmith,geppetto,https://api.github.com/repos/cloudsmith/geppetto,152,39,150,884,777,34,68,5,0,76,803,65,16,0,42,10,44,7,74,0,592,0,0,0,0
11176,PEXPlugins/PermissionsEx,PEXPlugins,PermissionsEx,https://api.github.com/repos/PEXPlugins/PermissionsEx,336,21,24,177,155,22,0,0,0,22,155,16,4,2,37,2,3,1,18,0,55,0,0,4,4
11196,arquillian/continuous-enterprise-development,arquillian,continuous-enterprise-development,https://api.github.com/repos/arquillian/continuous-enterprise-development,121,115,87,215,100,64,0,51,8,72,100,46,69,0,28,52,18,7,45,1,89,0,0,0,0
61092913,swagger-api/swagger-core,swagger-api,swagger-core,https://api.github.com/repos/swagger-api/swagger-core,1949,582,125,697,200,118,0,379,1,119,200,94,402,1,86,204,33,2,1,94,172,0,0,1,1
11516,AlibabaTech/fastjson,AlibabaTech,fastjson,https://api.github.com/repos/AlibabaTech/fastjson,395,799,52,988,189,501,0,298,138,639,189,633,165,1,90,78,0,0,30,0,733,0,0,1,1
11529,taskadapter/redmine-java-api,taskadapter,redmine-java-api,https://api.github.com/repos/taskadapter/redmine-java-api,208,32,9,122,90,15,0,17,11,26,90,23,9,0,50,9,0,0,24,0,18,0,0,0,0
11546,jawi/ols,jawi,ols,https://api.github.com/repos/jawi/ols,241,64,75,414,350,54,0,10,0,54,350,46,18,0,66,8,3,1,48,0,181,0,0,0,0
47935430,androidannotations/androidannotations,androidannotations,androidannotations,https://api.github.com/repos/androidannotations/androidannotations,3018,455,108,935,446,127,2,360,1,128,448,125,362,0,20,186,39,1,124,0,554,0,0,0,0
12455,k9mail/k-9,k9mail,k-9,https://api.github.com/repos/k9mail/k-9,4748,124,69,622,485,112,13,12,1,119,492,118,12,0,215,9,0,0,120,0,244,0,0,1,1
12713,apache/hive,apache,hive,https://api.github.com/repos/apache/hive,2389,1362,548,6963,5504,1224,63,172,7,1231,5567,1135,259,2,1376,157,181,61,1181,0,3818,0,0,8,8
13193,rhuss/jolokia,rhuss,jolokia,https://api.github.com/repos/rhuss/jolokia,579,140,47,407,264,126,3,14,0,126,267,112,28,0,169,22,31,8,0,111,170,0,0,0,0
13573,bndtools/bnd,bndtools,bnd,https://api.github.com/repos/bndtools/bnd,382,709,718,2665,1871,349,49,396,8,376,1901,346,417,1,23,55,4,1,158,0,1053,0,0,18,18
13584,notnoop/java-apns,notnoop,java-apns,https://api.github.com/repos/notnoop/java-apns,1249,45,7,74,29,21,0,24,0,21,29,18,27,0,21,8,2,1,23,0,22,0,0,0,0
13718,caelum/vraptor,caelum,vraptor,https://api.github.com/repos/caelum/vraptor,505,248,59,679,431,177,0,71,1,178,431,176,72,0,307,63,10,6,174,0,199,0,0,0,0
13773,apache/hbase,apache,hbase,https://api.github.com/repos/apache/hbase,3139,1775,146,4076,2240,1633,3,200,0,1633,2243,1502,323,8,1430,349,397,127,1561,0,2031,0,0,19,19
13874,apache/avro,apache,avro,https://api.github.com/repos/apache/avro,1107,283,55,648,368,238,0,42,1,239,368,191,88,1,224,40,20,7,187,0,341,0,0,4,4
14361,xamarin/XobotOS,xamarin,XobotOS,https://api.github.com/repos/xamarin/XobotOS,1228,28,573,5833,5779,14,26,14,0,17,5802,5,26,0,4,3,1,1,0,0,3196,0,0,4,4
14402,eclipse/jgit,eclipse,jgit,https://api.github.com/repos/eclipse/jgit,688,23,132,1565,1103,22,439,1,0,433,1131,428,5,1,14,4,59,9,445,0,964,0,0,3,3
15545,mendhak/gpslogger,mendhak,gpslogger,https://api.github.com/repos/mendhak/gpslogger,982,22,27,128,106,21,0,1,0,21,106,21,1,0,23,1,0,0,21,0,62,0,0,0,0
15618,FluentLenium/FluentLenium,FluentLenium,FluentLenium,https://api.github.com/repos/FluentLenium/FluentLenium,595,439,167,844,389,336,14,105,14,350,403,325,116,0,200,60,176,21,298,60,470,0,0,1,1
15752,cbeust/testng,cbeust,testng,https://api.github.com/repos/cbeust/testng,1361,1452,284,1865,321,868,70,606,347,1225,381,1145,339,0,132,790,171,95,18,1611,656,0,0,3,3
15806,weld/core,weld,core,https://api.github.com/repos/weld/core,348,3922,799,4986,1046,1026,14,2900,9,1042,1053,941,2992,0,221,2141,80,28,925,26,1293,0,0,1,1
15939,zxing/zxing,zxing,zxing,https://api.github.com/repos/zxing/zxing,22268,149,48,499,350,145,0,4,0,145,350,141,8,0,122,13,58,4,92,0,293,0,0,0,0
16278,bguerout/jongo,bguerout,jongo,https://api.github.com/repos/bguerout/jongo,472,86,15,156,69,58,0,29,1,59,69,55,32,0,27,22,38,2,60,0,69,0,0,0,0
16718,scobal/seyren,scobal,seyren,https://api.github.com/repos/scobal/seyren,707,23,22,96,73,17,0,6,5,22,73,22,1,0,31,1,0,0,22,0,9,0,0,0,0
16719,BaseXdb/basex,BaseXdb,basex,https://api.github.com/repos/BaseXdb/basex,444,241,176,2155,1907,234,7,7,1,235,1914,221,20,0,277,28,200,23,220,0,1643,0,0,0,0
16880,JPMoresmau/eclipsefp,JPMoresmau,eclipsefp,https://api.github.com/repos/JPMoresmau/eclipsefp,151,24,149,894,802,22,68,2,0,56,836,38,20,0,29,3,1,1,16,0,468,0,0,0,0
16948,BroadleafCommerce/BroadleafCommerce,BroadleafCommerce,BroadleafCommerce,https://api.github.com/repos/BroadleafCommerce/BroadleafCommerce,1202,116,391,2331,2214,88,1,28,0,88,2215,77,39,0,279,34,50,7,9,58,1099,0,0,0,0
37333079,rest-assured/rest-assured,rest-assured,rest-assured,https://api.github.com/repos/rest-assured/rest-assured,2935,245,78,471,204,194,21,52,0,194,225,189,52,5,101,46,83,2,212,0,162,0,0,5,5
17423,liferay/liferay-ide,liferay,liferay-ide,https://api.github.com/repos/liferay/liferay-ide,105,196,516,3555,3076,169,283,27,0,384,3144,375,36,1,25,16,118,11,332,0,2559,0,1,11,12
17816,thucydides-webtests/thucydides,thucydides-webtests,thucydides,https://api.github.com/repos/thucydides-webtests/thucydides,210,426,141,948,449,121,73,305,161,283,521,265,162,0,198,120,21,4,319,0,304,0,0,0,0
18337,jknack/handlebars.java,jknack,handlebars.java,https://api.github.com/repos/jknack/handlebars.java,923,267,72,380,113,115,0,152,138,253,113,248,19,0,60,14,121,3,251,0,233,0,0,0,0
18419,jberkel/sms-backup-plus,jberkel,sms-backup-plus,https://api.github.com/repos/jberkel/sms-backup-plus,1131,36,18,143,107,36,0,0,0,36,107,36,0,0,60,0,0,0,36,0,44,0,0,0,0
18651,geogebra/geogebra,geogebra,geogebra,https://api.github.com/repos/geogebra/geogebra,340,146,605,6755,6544,129,30,52,6,135,6574,115,66,0,260,48,35,5,125,0,4284,0,0,7,7
19246,cloudfoundry/uaa,cloudfoundry,uaa,https://api.github.com/repos/cloudfoundry/uaa,1045,554,113,1262,706,455,2,99,51,506,708,473,81,0,530,68,143,10,489,0,521,0,0,0,0
19560,mitreid-connect/OpenID-Connect-Java-Spring-Server,mitreid-connect,OpenID-Connect-Java-Spring-Server,https://api.github.com/repos/mitreid-connect/OpenID-Connect-Java-Spring-Server,1013,43,59,305,262,43,0,0,0,43,262,42,1,0,88,1,0,0,42,0,64,0,0,0,0
19849,nasa/mct,nasa,mct,https://api.github.com/repos/nasa/mct,823,360,161,1267,905,293,2,67,26,319,907,304,56,0,444,24,2,1,0,283,551,0,0,0,0
20311,tcurdt/jdeb,tcurdt,jdeb,https://api.github.com/repos/tcurdt/jdeb,235,23,10,77,54,19,0,4,0,19,54,19,4,0,27,4,0,0,19,0,35,0,0,0,0
20519,JodaOrg/joda-time,JodaOrg,joda-time,https://api.github.com/repos/JodaOrg/joda-time,3890,159,9,330,171,151,0,8,0,151,171,137,22,0,121,144,2,1,0,0,273,0,0,0,0
20675,linkedin/cleo,linkedin,cleo,https://api.github.com/repos/linkedin/cleo,287,71,19,216,145,40,0,31,0,40,145,40,31,0,80,14,18,13,0,0,129,0,0,0,0
20796,hazelcast/hazelcast,hazelcast,hazelcast,https://api.github.com/repos/hazelcast/hazelcast,3358,2741,563,7631,4856,2361,0,414,6,2367,4856,2119,649,7,2224,640,1529,258,2246,0,4188,0,0,4,4
21343,jbosstm/narayana,jbosstm,narayana,https://api.github.com/repos/jbosstm/narayana,123,607,813,4358,3194,431,556,177,5,839,3347,692,319,0,225,191,83,27,659,0,1342,0,0,1,1
21371,broadgsa/gatk,broadgsa,gatk,https://api.github.com/repos/broadgsa/gatk,255,237,106,978,738,215,3,22,2,217,741,205,32,0,281,26,167,8,0,209,549,0,0,0,0
21435,ops4j/org.ops4j.pax.web,ops4j,org.ops4j.pax.web,https://api.github.com/repos/ops4j/org.ops4j.pax.web,129,258,83,747,414,250,75,8,1,312,428,308,11,0,94,66,286,66,307,0,455,0,0,1,1
169992,hierynomus/sshj,hierynomus,sshj,https://api.github.com/repos/hierynomus/sshj,1072,47,49,288,240,38,0,10,1,39,240,37,11,0,47,6,1,1,38,0,130,0,0,0,0
21597,geotools/geotools,geotools,geotools,https://api.github.com/repos/geotools/geotools,784,2622,684,11348,8689,2518,11,130,2,2524,8696,2149,503,0,2056,538,1101,165,966,0,7945,0,0,40,40
22138,stapler/stapler,stapler,stapler,https://api.github.com/repos/stapler/stapler,116,63,26,317,253,48,0,16,0,48,253,47,17,0,54,14,19,4,18,0,187,0,0,0,0
22349,OneBusAway/onebusaway-application-modules,OneBusAway,onebusaway-application-modules,https://api.github.com/repos/OneBusAway/onebusaway-application-modules,156,127,312,1952,1822,118,3,9,0,118,1825,114,13,0,335,12,1,1,113,0,539,0,0,1,1
22358,jersey/jersey,jersey,jersey,https://api.github.com/repos/jersey/jersey,2849,1302,496,3594,2233,972,59,330,98,1070,2292,976,324,2,718,274,684,46,981,6,1592,0,0,7,7
22616,square/retrofit,square,retrofit,https://api.github.com/repos/square/retrofit,32964,104,21,241,137,77,0,27,0,77,137,76,28,0,39,22,0,0,84,0,88,0,0,0,0
22668,Netflix/Priam,Netflix,Priam,https://api.github.com/repos/Netflix/Priam,932,45,28,210,165,29,0,16,0,29,165,26,19,0,51,10,2,1,29,0,64,0,0,0,0
22920,eclipse/jetty.project,eclipse,jetty.project,https://api.github.com/repos/eclipse/jetty.project,2516,1067,252,2880,1560,859,23,438,5,869,1578,805,496,1,793,322,193,32,825,0,1459,0,0,4,4
23011,rgladwell/m2e-android,rgladwell,m2e-android,https://api.github.com/repos/rgladwell/m2e-android,230,22,14,133,111,14,0,8,0,14,111,3,18,1,9,1,1,1,3,0,48,0,0,1,1
23026,alexruiz/fest-assert-2.x,alexruiz,fest-assert-2.x,https://api.github.com/repos/alexruiz/fest-assert-2.x,286,833,9,1005,172,798,0,35,2,800,172,734,99,0,113,24,0,0,796,0,130,0,0,0,0
23043,Netflix/astyanax,Netflix,astyanax,https://api.github.com/repos/Netflix/astyanax,1081,101,49,618,517,85,0,16,0,85,517,67,34,0,178,27,32,3,68,0,182,0,0,0,0
23282,cloudera/crunch,cloudera,crunch,https://api.github.com/repos/cloudera/crunch,328,69,29,240,171,64,0,5,0,64,171,63,6,0,69,8,4,1,59,0,128,0,0,0,0
23320,goldmansachs/gs-collections,goldmansachs,gs-collections,https://api.github.com/repos/goldmansachs/gs-collections,1541,1542,212,2454,853,1511,59,31,0,1519,904,1449,101,0,433,163,346,87,1431,0,1056,0,0,0,0
23371,Netflix/archaius,Netflix,archaius,https://api.github.com/repos/Netflix/archaius,1847,50,8,126,76,48,0,2,1,49,76,47,3,0,48,2,0,0,47,0,43,0,0,0,0
24302,geometer/FBReaderJ,geometer,FBReaderJ,https://api.github.com/repos/geometer/FBReaderJ,1223,41,121,804,763,40,0,1,0,40,763,17,9,15,0,1,2,1,0,0,517,0,21,0,21
24428,basho/riak-java-client,basho,riak-java-client,https://api.github.com/repos/basho/riak-java-client,300,76,33,300,223,66,1,10,0,67,223,64,13,0,140,5,28,2,65,0,168,0,0,1,1
24552,jitlogic/zorka,jitlogic,zorka,https://api.github.com/repos/jitlogic/zorka,179,176,52,570,394,122,0,54,1,123,394,77,99,0,132,39,39,4,78,0,205,0,0,0,0
24909,nutzam/nutzmore,nutzam,nutzmore,https://api.github.com/repos/nutzam/nutzmore,290,109,272,1079,967,46,5,61,6,52,972,41,66,0,41,26,8,3,48,0,426,0,0,1,1
25467,CloudifySource/cloudify,CloudifySource,cloudify,https://api.github.com/repos/CloudifySource/cloudify,269,110,137,1034,921,105,3,5,0,105,924,101,8,1,240,5,2,1,103,0,285,0,0,1,1
25644,Dempsy/Dempsy,Dempsy,Dempsy,https://api.github.com/repos/Dempsy/Dempsy,144,37,39,180,132,32,0,16,0,32,132,22,22,4,60,16,4,2,28,0,52,0,0,14,14
25857,Mach5/supersonic,Mach5,supersonic,https://api.github.com/repos/Mach5/supersonic,150,21,37,358,336,20,1,1,0,20,337,20,1,0,36,1,6,1,1,0,186,0,0,0,0
26300,errai/errai,errai,errai,https://api.github.com/repos/errai/errai,289,1784,495,3828,2032,503,12,1281,23,527,2043,178,1607,0,354,313,77,12,184,0,1456,0,0,4,4
26361,commonsguy/cw-omnibus,commonsguy,cw-omnibus,https://api.github.com/repos/commonsguy/cw-omnibus,4276,51,389,1677,1576,51,50,0,0,82,1595,82,0,0,33,69,0,0,80,0,1255,0,0,0,0
26591,hibernate/hibernate-orm,hibernate,hibernate-orm,https://api.github.com/repos/hibernate/hibernate-orm,4240,6009,1393,10052,3948,2649,26,3429,220,2870,3973,2706,3371,2,1110,2896,2553,124,2551,0,4912,0,0,18,18
26636,mongodb/mongo-hadoop,mongodb,mongo-hadoop,https://api.github.com/repos/mongodb/mongo-hadoop,1298,52,28,179,127,43,0,9,0,43,127,38,14,0,39,11,17,4,41,0,124,0,0,0,0
27224,jingwei/krati,jingwei,krati,https://api.github.com/repos/jingwei/krati,150,218,55,514,296,164,0,54,0,164,296,128,90,0,0,35,58,25,1,0,291,0,0,0,0
27250,zeroturnaround/zt-zip,zeroturnaround,zt-zip,https://api.github.com/repos/zeroturnaround/zt-zip,1028,21,7,70,49,14,0,7,0,14,49,14,7,0,21,3,0,0,5,0,23,0,0,0,0
27519,twilio/twilio-java,twilio,twilio-java,https://api.github.com/repos/twilio/twilio-java,264,397,147,1903,1498,404,0,1,0,404,1498,403,2,0,428,3,10,1,403,0,1450,0,0,0,0
27726,caprica/vlcj,caprica,vlcj,https://api.github.com/repos/caprica/vlcj,615,102,96,456,354,80,0,22,0,80,354,0,102,0,0,0,0,0,0,0,247,0,0,0,0
28420,apavlo/h-store,apavlo,h-store,https://api.github.com/repos/apavlo/h-store,368,122,297,2703,2284,99,299,21,0,254,2428,233,42,0,45,24,23,9,153,0,1614,0,0,18,18
