id,name,auther,repo_name,address,like,estimated_testcodes,packages,all_javas,product_codes,test_codes,product_codes_with_Test,test_codes_without_Test,test_codes_witout_Test_but_test,suspect_test_codes,real_product_codes,real_test_codes,real_test_option_codes,not_availables,used_product_codes,used_test_codes,extends_testcodes,extended_testcodes,used junit,used testng,used extends,no open,no decode,no parse,all_available
8298752,optimaize/language-detector,optimaize,language-detector,https://api.github.com/repos/optimaize/language-detector,441,25,9,70,45,25,0,0,0,25,45,25,0,0,33,0,1,1,23,2,1,0,0,0,0
8314332,jOOQ/jOOL,jOOQ,jOOL,https://api.github.com/repos/jOOQ/jOOL,1539,52,9,311,259,44,0,8,0,44,259,42,8,2,80,48,0,0,46,0,168,0,0,7,7
8317648,citiususc/hipster,citiususc,hipster,https://api.github.com/repos/citiususc/hipster,275,23,27,129,106,22,0,1,1,23,106,23,0,0,32,3,3,3,18,0,57,0,0,0,0
30539340,RoaringBitmap/RoaringBitmap,RoaringBitmap,RoaringBitmap,https://api.github.com/repos/RoaringBitmap/RoaringBitmap,1030,91,35,284,191,89,0,4,2,91,191,86,5,2,61,10,11,1,90,0,63,0,0,6,6
8336063,OfficeDev/Office-365-SDK-for-Android,OfficeDev,Office-365-SDK-for-Android,https://api.github.com/repos/OfficeDev/Office-365-SDK-for-Android,356,42,19,245,202,19,1,23,0,19,203,2,40,0,0,2,0,0,2,0,192,0,0,0,0
8376617,apache/curator,apache,curator,https://api.github.com/repos/apache/curator,1624,161,58,654,492,130,1,31,0,130,493,112,49,0,183,43,88,7,0,116,199,0,0,0,0
8407619,crate/crate,crate,crate,https://api.github.com/repos/crate/crate,2510,924,406,4434,3461,831,22,120,9,843,3480,755,136,63,1092,74,150,11,785,0,2842,0,0,23,23
8408872,osmdroid/osmdroid,osmdroid,osmdroid,https://api.github.com/repos/osmdroid/osmdroid,1714,35,85,575,526,42,7,0,0,42,533,36,6,0,43,1,0,0,38,0,321,0,0,0,0
8438474,HPI-Information-Systems/Metanome,HPI-Information-Systems,Metanome,https://api.github.com/repos/HPI-Information-Systems/Metanome,122,149,51,422,271,128,2,21,0,128,273,126,23,0,194,21,0,0,126,0,138,0,0,1,1
8485405,Erudika/para,Erudika,para,https://api.github.com/repos/Erudika/para,284,50,22,228,178,34,0,16,5,39,178,38,12,0,49,15,8,5,33,0,94,0,0,0,0
8521542,TouK/sputnik,TouK,sputnik,https://api.github.com/repos/TouK/sputnik,184,58,38,216,155,54,1,6,0,54,156,51,9,0,78,6,11,1,52,0,42,0,0,0,0
8558518,unitsofmeasurement/unit-api,unitsofmeasurement,unit-api,https://api.github.com/repos/unitsofmeasurement/unit-api,103,46,11,107,61,24,0,22,0,24,61,14,32,0,26,19,0,0,14,0,73,0,0,3,3
8613602,RichardWarburton/java-8-lambdas-exercises,RichardWarburton,java-8-lambdas-exercises,https://api.github.com/repos/RichardWarburton/java-8-lambdas-exercises,1203,76,33,215,138,56,1,20,2,58,139,58,18,0,70,3,0,0,58,0,23,0,0,0,0
8629468,CodeStory/fluent-http,CodeStory,fluent-http,https://api.github.com/repos/CodeStory/fluent-http,201,96,38,290,193,93,0,4,0,93,193,91,6,0,90,2,38,2,96,0,88,0,0,6,6
8719321,stephanenicolas/robospice,stephanenicolas,robospice,https://api.github.com/repos/stephanenicolas/robospice,1955,64,58,261,155,10,42,54,0,10,197,0,64,0,0,0,0,0,0,0,169,0,0,0,0
8725128,apache/tajo,apache,tajo,https://api.github.com/repos/apache/tajo,119,300,163,1860,1553,274,7,26,0,274,1560,255,45,0,503,39,79,4,256,0,1072,0,0,2,2
8767325,tkaczmarzyk/specification-arg-resolver,tkaczmarzyk,specification-arg-resolver,https://api.github.com/repos/tkaczmarzyk/specification-arg-resolver,189,93,7,161,68,77,0,16,0,77,68,72,20,1,49,18,66,6,75,0,108,0,0,1,1
8772086,javamelody/javamelody,javamelody,javamelody,https://api.github.com/repos/javamelody/javamelody,1971,93,14,398,305,91,0,2,0,91,305,87,6,0,137,10,0,0,87,0,179,0,0,0,0
8790633,omnifaces/omnifaces,omnifaces,omnifaces,https://api.github.com/repos/omnifaces/omnifaces,216,44,66,313,269,3,0,41,13,16,269,16,28,0,5,1,13,1,17,0,185,0,0,1,1
8804952,SonarSource/sonarqube,SonarSource,sonarqube,https://api.github.com/repos/SonarSource/sonarqube,3452,2203,527,6235,3982,2003,84,166,0,2004,4065,1877,220,73,2553,120,45,7,1989,0,1094,0,0,96,96
32581390,fabric8io/docker-maven-plugin,fabric8io,docker-maven-plugin,https://api.github.com/repos/fabric8io/docker-maven-plugin,877,80,26,253,173,75,0,5,5,80,173,77,3,0,114,6,4,2,76,0,51,0,0,0,0
8855674,stagemonitor/stagemonitor,stagemonitor,stagemonitor,https://api.github.com/repos/stagemonitor/stagemonitor,1508,155,73,475,319,147,1,8,1,148,320,135,20,0,147,17,19,6,140,0,222,0,0,0,0
8865228,spring-io/sagan,spring-io,sagan,https://api.github.com/repos/spring-io/sagan,2089,79,30,273,193,79,1,0,0,79,194,79,0,0,109,0,0,0,80,0,49,0,0,4,4
8868736,HiddenStage/divide,HiddenStage,divide,https://api.github.com/repos/HiddenStage/divide,242,37,34,195,158,32,0,5,0,32,158,23,14,0,34,9,8,3,22,0,107,0,0,3,3
8885398,GluuFederation/oxAuth,GluuFederation,oxAuth,https://api.github.com/repos/GluuFederation/oxAuth,197,227,133,832,602,119,0,111,99,218,602,206,24,0,182,13,190,3,1,210,376,0,0,0,0
8918706,NLPchina/nlp-lang,NLPchina,nlp-lang,https://api.github.com/repos/NLPchina/nlp-lang,1059,21,24,121,100,20,0,1,0,20,100,17,4,0,24,1,0,0,17,0,33,0,0,0,0
8928573,xipki/xipki,xipki,xipki,https://api.github.com/repos/xipki/xipki,190,34,78,641,607,16,0,18,0,16,607,16,18,0,23,6,7,2,9,0,243,0,0,0,0
8973478,javadev/underscore-java,javadev,underscore-java,https://api.github.com/repos/javadev/underscore-java,237,20,3,49,29,20,0,0,0,20,29,20,0,0,25,6,0,0,20,0,13,0,0,0,0
8975655,ConSol/sakuli,ConSol,sakuli,https://api.github.com/repos/ConSol/sakuli,108,134,52,310,151,122,25,12,3,125,176,106,28,0,105,8,13,6,0,112,120,0,0,4,4
9002111,Azure/azure-sdk-for-java,Azure,azure-sdk-for-java,https://api.github.com/repos/Azure/azure-sdk-for-java,271,639,663,33560,32743,581,99,137,4,585,32842,528,190,0,1153,153,232,46,392,144,18052,0,0,23,23
9010078,nenick/android-gradle-template,nenick,android-gradle-template,https://api.github.com/repos/nenick/android-gradle-template,397,28,26,92,63,16,1,12,2,18,64,14,14,0,25,5,8,3,20,0,38,0,0,0,0
9024241,vt-middleware/passay,vt-middleware,passay,https://api.github.com/repos/vt-middleware/passay,122,50,6,120,70,49,0,1,0,49,70,44,5,1,58,5,33,4,0,48,54,0,0,1,1
9033849,devnied/EMV-NFC-Paycard-Enrollment,devnied,EMV-NFC-Paycard-Enrollment,https://api.github.com/repos/devnied/EMV-NFC-Paycard-Enrollment,797,29,15,85,56,29,0,0,0,29,56,26,3,0,46,3,0,0,26,0,16,0,0,0,0
9043209,open-keychain/open-keychain,open-keychain,open-keychain,https://api.github.com/repos/open-keychain/open-keychain,1134,51,67,580,519,48,10,3,0,57,520,52,8,0,102,8,0,0,52,0,321,0,0,0,0
9063395,igniterealtime/Openfire,igniterealtime,Openfire,https://api.github.com/repos/igniterealtime/Openfire,1987,50,78,775,720,50,3,2,1,51,723,48,4,0,70,2,0,0,48,0,325,0,0,0,0
9070832,OpenNMS/newts,OpenNMS,newts,https://api.github.com/repos/OpenNMS/newts,170,42,15,173,131,33,0,9,5,38,131,37,5,0,62,5,2,1,39,0,49,0,0,0,0
9074854,rapidoid/rapidoid,rapidoid,rapidoid,https://api.github.com/repos/rapidoid/rapidoid,1462,428,190,1251,822,271,1,157,6,277,823,252,176,0,177,111,244,14,203,0,917,0,0,0,0
9157775,TNG/JGiven,TNG,JGiven,https://api.github.com/repos/TNG/JGiven,254,255,83,573,244,189,47,93,7,207,280,160,132,1,89,107,114,16,183,21,299,0,0,10,10
9158364,codecentric/spring-boot-starter-batch-web,codecentric,spring-boot-starter-batch-web,https://api.github.com/repos/codecentric/spring-boot-starter-batch-web,221,55,23,102,47,33,0,22,0,33,47,19,36,0,4,7,0,0,19,0,18,0,0,0,0
9189589,douglascraigschmidt/POSA-14,douglascraigschmidt,POSA-14,https://api.github.com/repos/douglascraigschmidt/POSA-14,557,48,7,141,82,34,11,14,0,41,86,17,38,0,9,25,0,0,19,0,69,0,0,0,0
9190510,pinterest/secor,pinterest,secor,https://api.github.com/repos/pinterest/secor,1341,30,19,138,104,32,2,0,0,32,106,30,0,2,49,0,0,0,29,0,46,0,0,2,2
9286363,glazedlists/glazedlists,glazedlists,glazedlists,https://api.github.com/repos/glazedlists/glazedlists,108,187,46,614,426,152,1,35,0,152,427,140,47,0,153,27,31,5,147,0,243,0,0,0,0
9293083,TestFX/TestFX,TestFX,TestFX,https://api.github.com/repos/TestFX/TestFX,585,81,30,224,139,76,4,5,2,79,142,77,5,0,80,8,46,4,83,0,115,0,0,3,3
9368073,XiaoMi/themis,XiaoMi,themis,https://api.github.com/repos/XiaoMi/themis,209,46,14,119,73,46,0,0,0,46,73,41,5,0,50,9,38,7,45,0,99,0,0,0,0
9372696,dcevm/dcevm,dcevm,dcevm,https://api.github.com/repos/dcevm/dcevm,1166,75,15,94,18,66,1,9,4,70,19,68,7,0,2,6,0,0,69,0,29,0,0,0,0
9386825,caelum/mamute,caelum,mamute,https://api.github.com/repos/caelum/mamute,339,80,66,447,348,74,19,6,0,91,350,89,8,0,146,9,47,7,92,0,134,0,0,0,0
9407604,IQSS/dataverse,IQSS,dataverse,https://api.github.com/repos/IQSS/dataverse,435,192,99,969,773,147,4,45,34,181,777,173,18,1,261,17,4,4,175,0,291,0,0,3,3
9409514,cglib/cglib,cglib,cglib,https://api.github.com/repos/cglib/cglib,2899,75,13,212,137,34,0,41,2,36,137,27,48,0,48,49,13,3,3,0,117,0,0,0,0
9433366,thelinmichael/spotify-web-api-java,thelinmichael,spotify-web-api-java,https://api.github.com/repos/thelinmichael/spotify-web-api-java,341,80,49,313,232,80,0,1,0,80,232,76,5,0,109,4,76,2,76,0,220,0,0,0,0
9441209,syncany/syncany,syncany,syncany,https://api.github.com/repos/syncany/syncany,1319,201,60,589,387,156,1,45,1,157,388,135,66,0,0,2,0,0,147,0,274,0,0,0,0
9473689,querydsl/querydsl,querydsl,querydsl,https://api.github.com/repos/querydsl/querydsl,2113,1212,114,2015,802,661,1,551,27,688,803,587,625,0,453,218,174,23,672,0,1113,0,0,0,0
9476417,ShifuML/shifu,ShifuML,shifu,https://api.github.com/repos/ShifuML/shifu,163,97,68,554,456,95,1,2,0,95,457,84,13,0,153,4,0,0,4,79,224,0,0,0,0
9501766,hibernate/hibernate-demos,hibernate,hibernate-demos,https://api.github.com/repos/hibernate/hibernate-demos,174,43,88,297,242,17,12,26,16,33,254,27,14,2,40,7,4,2,32,0,44,0,0,13,13
9509918,samtools/htsjdk,samtools,htsjdk,https://api.github.com/repos/samtools/htsjdk,185,308,58,939,623,305,2,9,0,305,625,292,18,4,421,18,41,6,0,303,552,0,0,7,7
9552932,teamed/qulice,teamed,qulice,https://api.github.com/repos/teamed/qulice,236,156,34,264,105,22,3,134,5,27,108,27,129,0,20,8,0,0,25,0,35,0,0,3,3
9592623,terrymanu/miracle-framework,terrymanu,miracle-framework,https://api.github.com/repos/terrymanu/miracle-framework,104,105,66,173,68,73,0,32,0,73,68,44,61,0,26,36,8,4,55,0,76,0,0,0,0
9630652,broadinstitute/picard,broadinstitute,picard,https://api.github.com/repos/broadinstitute/picard,471,199,37,653,451,199,2,1,0,199,453,178,20,2,239,27,14,6,0,184,361,0,0,5,5
9633961,jindrapetrik/jpexs-decompiler,jindrapetrik,jpexs-decompiler,https://api.github.com/repos/jindrapetrik/jpexs-decompiler,1615,29,166,1938,1901,28,3,6,2,30,1904,27,7,0,0,6,15,3,0,24,1225,0,0,0,0
9671827,perwendel/spark-template-engines,perwendel,spark-template-engines,https://api.github.com/repos/perwendel/spark-template-engines,141,31,19,47,16,15,0,16,0,15,16,14,17,0,14,0,0,0,14,0,16,0,0,0,0
9675052,graphaware/neo4j-timetree,graphaware,neo4j-timetree,https://api.github.com/repos/graphaware/neo4j-timetree,178,24,7,52,28,23,0,1,0,23,28,23,1,0,14,1,0,0,23,0,27,0,0,0,0
9686313,fcrepo4/fcrepo4,fcrepo4,fcrepo4,https://api.github.com/repos/fcrepo4/fcrepo4,131,123,49,403,276,73,0,54,33,106,276,99,27,1,136,10,36,7,106,0,176,0,0,2,2
9723850,foxinmy/weixin4j,foxinmy,weixin4j,https://api.github.com/repos/foxinmy/weixin4j,732,62,114,775,709,63,0,3,0,63,709,62,4,0,174,5,38,5,55,0,350,0,0,0,0
9756053,quickfix-j/quickfixj,quickfix-j,quickfixj,https://api.github.com/repos/quickfix-j/quickfixj,499,102,23,322,220,87,0,15,0,87,220,74,28,0,120,30,9,4,49,0,161,0,0,0,0
9766324,amutu/tdw,amutu,tdw,https://api.github.com/repos/amutu/tdw,123,31,87,1346,1251,24,64,7,0,50,1289,41,16,0,25,4,0,0,0,0,750,0,2,0,2
9801465,GoogleCloudPlatform/bigdata-interop,GoogleCloudPlatform,bigdata-interop,https://api.github.com/repos/GoogleCloudPlatform/bigdata-interop,158,131,15,257,121,115,3,18,0,115,124,92,40,1,102,33,17,9,104,0,109,0,0,2,2
30777963,openhab/openhab2-addons,openhab,openhab2-addons,https://api.github.com/repos/openhab/openhab2-addons,878,346,1135,5596,5197,317,41,41,0,352,5203,311,72,10,577,58,78,24,330,0,2659,0,0,179,179
9855654,PeteGoo/tcSlackBuildNotifier,PeteGoo,tcSlackBuildNotifier,https://api.github.com/repos/PeteGoo/tcSlackBuildNotifier,327,27,11,77,49,17,1,10,0,17,50,15,12,0,26,5,0,0,15,0,14,0,0,0,0
9903757,apache/incubator-brooklyn,apache,incubator-brooklyn,https://api.github.com/repos/apache/incubator-brooklyn,146,1003,313,2553,1550,879,0,124,0,879,1550,770,233,0,768,205,402,54,1,801,1616,0,0,4,4
9921720,JCTools/JCTools,JCTools,JCTools,https://api.github.com/repos/JCTools/JCTools,1941,107,28,311,194,100,10,7,2,102,204,100,7,0,68,34,65,29,96,0,183,0,0,4,4
9925226,knightliao/disconf,knightliao,disconf,https://api.github.com/repos/knightliao/disconf,4994,48,193,401,353,28,0,20,2,30,353,26,22,0,39,15,16,5,22,0,123,0,0,0,0
9974844,TannerPerrien/picasso-transformations,TannerPerrien,picasso-transformations,https://api.github.com/repos/TannerPerrien/picasso-transformations,159,35,4,97,62,35,0,0,0,35,62,35,0,0,33,1,34,1,2,0,72,0,0,0,0
9996988,docker-java/docker-java,docker-java,docker-java,https://api.github.com/repos/docker-java/docker-java,1421,132,25,684,552,55,0,77,60,115,552,109,23,0,150,17,60,2,114,0,420,0,0,0,0
9997017,kaaproject/kaa,kaaproject,kaa,https://api.github.com/repos/kaaproject/kaa,1200,398,2,6,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0
10007877,snakerflow/snakerflow,snakerflow,snakerflow,https://api.github.com/repos/snakerflow/snakerflow,577,53,65,198,145,44,0,9,0,44,145,40,13,0,0,0,0,0,40,0,90,0,0,0,0
10014152,xtreemfs/xtreemfs,xtreemfs,xtreemfs,https://api.github.com/repos/xtreemfs/xtreemfs,275,127,81,751,617,123,7,4,2,125,624,117,10,0,203,7,3,1,84,0,339,0,0,1,1
10032456,apache/phoenix,apache,phoenix,https://api.github.com/repos/apache/phoenix,672,239,94,1813,1558,223,14,18,1,224,1572,210,31,0,464,23,56,8,546,0,1194,0,0,0,0
10042485,spotify/docker-client,spotify,docker-client,https://api.github.com/repos/spotify/docker-client,1278,46,11,232,186,43,0,3,1,44,186,44,2,0,140,2,0,0,44,0,34,0,0,0,0
10052908,Tillerino/Tillerinobot,Tillerino,Tillerinobot,https://api.github.com/repos/Tillerino/Tillerinobot,197,39,20,214,155,48,1,10,0,48,156,44,14,0,80,12,5,1,51,0,73,0,0,1,1
10088234,spotify/helios,spotify,helios,https://api.github.com/repos/spotify/helios,2096,108,21,493,318,105,66,4,2,167,324,165,4,0,203,4,64,3,175,0,188,0,0,0,0
10116509,vladmihalcea/hibernate-master-class,vladmihalcea,hibernate-master-class,https://api.github.com/repos/vladmihalcea/hibernate-master-class,180,104,15,106,2,88,0,16,0,88,2,78,26,0,2,31,77,20,70,0,89,0,0,0,0
10146779,netplex/json-smart-v2,netplex,json-smart-v2,https://api.github.com/repos/netplex/json-smart-v2,104,64,17,141,77,45,0,19,0,45,77,43,21,0,21,16,0,0,7,0,79,0,0,0,0
10149555,eclipse/californium,eclipse,californium,https://api.github.com/repos/eclipse/californium,438,176,60,673,481,145,5,42,0,145,486,129,58,0,220,47,0,0,140,0,306,0,0,0,0
10178032,RichardWarburton/lambda-behave,RichardWarburton,lambda-behave,https://api.github.com/repos/RichardWarburton/lambda-behave,242,54,19,115,60,5,1,49,0,5,61,1,53,0,2,2,0,0,19,0,15,0,0,0,0
10181506,GraphWalker/graphwalker-project,GraphWalker,graphwalker-project,https://api.github.com/repos/GraphWalker/graphwalker-project,107,121,44,273,148,103,4,18,0,103,152,95,26,0,95,20,19,2,94,0,111,0,0,2,2
10191372,pagehelper/Mybatis-PageHelper,pagehelper,Mybatis-PageHelper,https://api.github.com/repos/pagehelper/Mybatis-PageHelper,7404,66,27,116,50,52,0,14,0,52,50,51,15,0,11,12,0,0,51,0,28,0,0,0,0
10198930,att/XACML,att,XACML,https://api.github.com/repos/att/XACML,100,74,53,688,613,63,1,11,0,63,614,54,20,0,102,4,0,0,54,0,333,0,0,0,0
10199040,structurizr/java,structurizr,java,https://api.github.com/repos/structurizr/java,609,149,60,338,185,95,0,58,0,95,185,93,60,0,0,1,0,0,93,0,96,0,0,0,0
10223189,wso2/product-apim,wso2,product-apim,https://api.github.com/repos/wso2/product-apim,262,291,138,896,594,232,0,70,8,240,594,216,85,1,56,50,200,3,7,231,310,0,0,1,1
10243237,lumifyio/lumify,lumifyio,lumify,https://api.github.com/repos/lumifyio/lumify,401,63,159,831,768,60,0,3,0,60,768,48,15,0,133,8,13,3,52,0,436,0,0,0,0
10304631,hazelcast/hazelcast-code-samples,hazelcast,hazelcast-code-samples,https://api.github.com/repos/hazelcast/hazelcast-code-samples,389,39,102,773,713,24,21,15,0,24,734,24,15,0,69,12,6,2,24,0,112,0,0,0,0
10356847,PanicInitiative/PanicButton,PanicInitiative,PanicButton,https://api.github.com/repos/PanicInitiative/PanicButton,127,27,12,105,73,26,5,1,0,26,78,23,4,0,24,2,0,0,24,0,46,0,0,0,0
10382427,google/truth,google,truth,https://api.github.com/repos/google/truth,1748,85,7,182,97,78,0,7,0,78,97,70,15,0,62,8,40,2,79,0,119,0,0,2,2
10394578,spring-projects/spring-session,spring-projects,spring-session,https://api.github.com/repos/spring-projects/spring-session,1434,59,43,290,186,50,45,9,2,79,204,79,7,0,62,14,8,2,92,0,128,0,0,0,0
10402463,jMetal/jMetal,jMetal,jMetal,https://api.github.com/repos/jMetal/jMetal,254,116,122,708,583,97,8,20,20,117,591,116,1,0,177,0,0,0,116,0,477,0,0,0,0
10404539,ethereum/ethereumj,ethereum,ethereumj,https://api.github.com/repos/ethereum/ethereumj,2120,247,64,700,450,203,3,44,3,206,453,170,77,0,254,24,7,2,175,0,233,0,0,2,2
10475417,jamesagnew/hapi-fhir,jamesagnew,hapi-fhir,https://api.github.com/repos/jamesagnew/hapi-fhir,819,933,258,2730,1707,843,25,155,11,854,1732,795,202,1,609,203,203,22,821,0,1678,0,0,3,3
10481880,naver/ngrinder,naver,ngrinder,https://api.github.com/repos/naver/ngrinder,879,132,90,522,373,117,17,15,0,117,390,108,24,0,130,18,46,4,119,0,178,0,0,0,0
10496702,coinbase/coinbase-java,coinbase,coinbase-java,https://api.github.com/repos/coinbase/coinbase-java,133,33,24,144,110,31,1,2,0,31,111,16,17,0,30,3,4,1,26,0,61,0,0,0,0
10521027,mscharhag/oleaster,mscharhag,oleaster,https://api.github.com/repos/mscharhag/oleaster,116,23,7,49,25,22,1,1,0,22,26,1,22,0,4,0,0,0,23,0,11,0,0,0,0
10532778,yinlou/mltk,yinlou,mltk,https://api.github.com/repos/yinlou/mltk,122,32,21,185,152,32,1,0,0,32,153,29,3,0,39,3,0,0,29,0,55,0,0,0,0
10554561,v5developer/maven-framework-project,v5developer,maven-framework-project,https://api.github.com/repos/v5developer/maven-framework-project,494,55,277,1083,1021,47,7,8,0,47,1028,47,8,0,72,16,4,2,60,1,168,0,12,0,12
10555374,naver/volley-extensions,naver,volley-extensions,https://api.github.com/repos/naver/volley-extensions,154,67,41,198,131,57,0,10,0,57,131,53,14,0,71,12,0,0,54,0,68,0,0,0,0
10557995,moneymanagerex/android-money-manager-ex,moneymanagerex,android-money-manager-ex,https://api.github.com/repos/moneymanagerex/android-money-manager-ex,253,26,70,514,466,24,22,2,0,43,469,40,4,1,1,3,0,0,41,0,285,0,0,1,1
10559775,forcedotcom/idecore,forcedotcom,idecore,https://api.github.com/repos/forcedotcom/idecore,253,97,165,837,617,75,123,22,0,131,684,74,79,0,53,11,5,4,19,0,550,0,0,1,1
10563482,oyachai/HearthSim,oyachai,HearthSim,https://api.github.com/repos/oyachai/HearthSim,340,122,64,758,635,122,1,0,0,122,636,122,0,0,183,0,0,0,122,0,571,0,0,0,0
10564118,wildfly/wildfly-core,wildfly,wildfly-core,https://api.github.com/repos/wildfly/wildfly-core,125,1387,390,4235,2840,999,2,394,0,999,2842,865,528,0,721,415,448,84,903,0,2147,0,0,0,0
10573325,dashbuilder/dashbuilder,dashbuilder,dashbuilder,https://api.github.com/repos/dashbuilder/dashbuilder,167,159,120,768,608,149,1,10,0,149,609,132,27,0,230,20,45,8,135,0,485,0,0,1,1
10577084,kairosdb/kairosdb,kairosdb,kairosdb,https://api.github.com/repos/kairosdb/kairosdb,1505,105,38,425,318,91,2,14,0,92,319,85,21,0,163,26,11,4,86,1,143,0,0,0,0
10586721,wendykierp/JTransforms,wendykierp,JTransforms,https://api.github.com/repos/wendykierp/JTransforms,237,26,5,62,36,26,0,0,0,26,36,26,0,0,28,0,0,0,26,0,0,0,0,0,0
10596096,kennycason/kumo,kennycason,kumo,https://api.github.com/repos/kennycason/kumo,336,24,19,86,62,23,0,1,0,23,62,22,2,0,37,1,0,0,23,0,11,0,0,0,0
10597628,jenkinsci/gitlab-plugin,jenkinsci,gitlab-plugin,https://api.github.com/repos/jenkinsci/gitlab-plugin,1112,51,30,177,126,42,0,9,1,43,126,38,13,0,70,7,6,3,37,0,66,0,0,0,0
10644579,yigit/android-priority-jobqueue,yigit,android-priority-jobqueue,https://api.github.com/repos/yigit/android-priority-jobqueue,3450,75,33,173,97,63,1,12,1,64,98,60,15,0,48,13,45,4,65,0,101,0,0,0,0
10657480,google/guice,google,guice,https://api.github.com/repos/google/guice,8542,201,55,569,368,158,0,43,1,159,368,146,55,0,0,15,1,1,1,0,346,0,0,0,0
10733838,lenskit/lenskit,lenskit,lenskit,https://api.github.com/repos/lenskit/lenskit,890,160,62,712,547,151,5,9,0,151,552,147,13,0,237,4,1,1,150,0,233,0,0,0,0
10744197,google/openrtb,google,openrtb,https://api.github.com/repos/google/openrtb,345,21,4,47,26,18,0,3,0,18,26,9,12,0,15,6,0,0,9,0,23,0,0,0,0
10765529,documents4j/documents4j,documents4j,documents4j,https://api.github.com/repos/documents4j/documents4j,223,62,13,178,106,47,9,16,0,53,109,46,23,0,49,23,23,10,50,0,77,0,0,0,0
10772376,jmockit/jmockit1,jmockit,jmockit1,https://api.github.com/repos/jmockit/jmockit1,353,181,70,536,335,166,21,14,1,169,354,162,20,0,46,17,13,3,152,15,237,0,0,0,0
10788607,AzureAD/azure-activedirectory-library-for-android,AzureAD,azure-activedirectory-library-for-android,https://api.github.com/repos/AzureAD/azure-activedirectory-library-for-android,146,216,35,374,111,17,47,199,2,61,116,56,202,0,70,33,17,2,55,0,103,0,0,0,0
10792828,uniVocity/univocity-parsers,uniVocity,univocity-parsers,https://api.github.com/repos/uniVocity/univocity-parsers,664,209,23,424,215,43,0,166,142,185,215,179,30,0,89,24,36,5,0,180,193,0,0,0,0
10815566,sutra/okcoin-client,sutra,okcoin-client,https://api.github.com/repos/sutra/okcoin-client,145,25,16,159,134,25,0,0,0,25,134,24,1,0,41,2,14,1,24,0,95,0,0,1,1
10872579,KylinOLAP/Kylin,KylinOLAP,Kylin,https://api.github.com/repos/KylinOLAP/Kylin,536,148,93,638,490,131,0,17,0,131,490,117,31,0,206,24,76,8,119,0,316,0,0,0,0
10882164,sequenceiq/cloudbreak,sequenceiq,cloudbreak,https://api.github.com/repos/sequenceiq/cloudbreak,176,166,325,2257,2027,161,64,5,0,210,2042,197,18,0,539,13,89,7,153,66,922,0,0,1,1
10898985,OpenHFT/Chronicle-Map,OpenHFT,Chronicle-Map,https://api.github.com/repos/OpenHFT/Chronicle-Map,1670,135,45,399,263,91,0,45,0,91,263,83,53,0,59,19,3,1,83,0,150,0,0,1,1
10903101,juleswhite/mobilecloud-14,juleswhite,mobilecloud-14,https://api.github.com/repos/juleswhite/mobilecloud-14,401,37,19,145,108,33,0,4,0,33,108,22,15,0,16,22,0,0,22,0,47,0,0,0,0
10920410,ftomassetti/effectivejava,ftomassetti,effectivejava,https://api.github.com/repos/ftomassetti/effectivejava,494,98,33,456,382,62,0,12,0,62,382,59,15,0,110,14,6,3,52,0,245,0,0,0,0
10937937,MyCATApache/Mycat-Server,MyCATApache,Mycat-Server,https://api.github.com/repos/MyCATApache/Mycat-Server,6670,160,143,998,837,102,1,58,12,114,838,88,72,0,129,4,0,0,89,0,263,0,1,0,1
11009826,OryxProject/oryx,OryxProject,oryx,https://api.github.com/repos/OryxProject/oryx,1663,189,56,431,242,116,0,73,26,142,242,130,59,0,107,56,130,13,137,0,244,0,0,1,1
11011318,techdev-solutions/trackr-backend,techdev-solutions,trackr-backend,https://api.github.com/repos/techdev-solutions/trackr-backend,226,68,35,186,118,52,0,16,0,52,118,47,21,0,44,21,29,3,47,0,71,0,0,2,2
11013149,OpenHFT/Chronicle-Logger,OpenHFT,Chronicle-Logger,https://api.github.com/repos/OpenHFT/Chronicle-Logger,154,22,10,51,28,22,1,0,0,22,29,14,8,0,14,7,11,7,14,0,25,0,0,0,0
11056989,pietermartin/sqlg,pietermartin,sqlg,https://api.github.com/repos/pietermartin/sqlg,159,240,72,412,168,233,3,8,1,234,171,208,33,0,48,2,205,1,224,0,332,0,0,0,0
11059604,serso/android-checkout,serso,android-checkout,https://api.github.com/repos/serso/android-checkout,978,36,2,106,70,33,0,3,0,33,70,30,6,0,39,13,11,3,30,0,48,0,0,0,0
11061105,AltBeacon/android-beacon-library,AltBeacon,android-beacon-library,https://api.github.com/repos/AltBeacon/android-beacon-library,2280,27,12,104,75,27,2,0,0,28,76,28,0,0,31,0,0,0,28,0,23,0,0,0,0
11097044,openmrs/openmrs-contrib-android-client,openmrs,openmrs-contrib-android-client,https://api.github.com/repos/openmrs/openmrs-contrib-android-client,112,30,45,257,226,25,1,5,0,26,226,24,7,0,81,3,18,2,27,0,179,0,0,0,0
11121205,codecentric/spring-boot-admin,codecentric,spring-boot-admin,https://api.github.com/repos/codecentric/spring-boot-admin,7302,106,33,285,179,106,0,0,0,106,179,105,1,0,119,10,15,7,103,0,77,0,0,2,2
11126818,wso2/product-is,wso2,product-is,https://api.github.com/repos/wso2/product-is,227,267,173,510,193,247,12,58,5,252,205,218,87,0,69,74,206,31,2,233,305,0,0,0,0
