package,Code,Class,Method,Modifiers,Parameters,ReturnType,isTestCode,isTestMethod
io.netty.testsuite.transport.socket,SocketEchoTest,SocketEchoTest,testSimpleEcho0,private-static,ServerBootstrap-Bootstrap-boolean-boolean-boolean,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketHalfClosedTest,SocketHalfClosedTest,testHalfClosureOnlyOneEventWhenAutoRead,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketHalfClosedTest,SocketHalfClosedTest,testHalfClosureOnlyOneEventWhenAutoRead,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketHalfClosedTest,SocketHalfClosedTest,testAllDataReadAfterHalfClosure,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketHalfClosedTest,SocketHalfClosedTest,testAllDataReadAfterHalfClosure,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketHalfClosedTest,SocketHalfClosedTest,testAllDataReadAfterHalfClosure,private-static,boolean-ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketHalfClosedTest,SocketHalfClosedTest,testAutoCloseFalseDoesShutdownOutput,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketHalfClosedTest,SocketHalfClosedTest,testAutoCloseFalseDoesShutdownOutput,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketHalfClosedTest,SocketHalfClosedTest,testAutoCloseFalseDoesShutdownOutput,private-static,boolean-boolean-ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketHalfClosedTest,SocketHalfClosedTest,testAllDataReadClosure,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketHalfClosedTest,SocketHalfClosedTest,testAllDataReadClosure,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketHalfClosedTest,SocketHalfClosedTest,testAllDataReadClosure,private-static,boolean-boolean-ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,testSimpleSendDirectByteBuf,public,,void,False,True,AbstractDatagramTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,testSimpleSendDirectByteBuf,public,Bootstrap-Bootstrap,void,False,False,AbstractDatagramTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,testSimpleSendHeapByteBuf,public,,void,False,True,AbstractDatagramTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,testSimpleSendHeapByteBuf,public,Bootstrap-Bootstrap,void,False,False,AbstractDatagramTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,testSimpleSendCompositeDirectByteBuf,public,,void,False,True,AbstractDatagramTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,testSimpleSendCompositeDirectByteBuf,public,Bootstrap-Bootstrap,void,False,False,AbstractDatagramTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,testSimpleSendCompositeHeapByteBuf,public,,void,False,True,AbstractDatagramTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,testSimpleSendCompositeHeapByteBuf,public,Bootstrap-Bootstrap,void,False,False,AbstractDatagramTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,testSimpleSendCompositeMixedByteBuf,public,,void,False,True,AbstractDatagramTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,testSimpleSendCompositeMixedByteBuf,public,Bootstrap-Bootstrap,void,False,False,AbstractDatagramTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,testSimpleSendWithoutBind,public,,void,False,True,AbstractDatagramTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,testSimpleSendWithoutBind,public,Bootstrap-Bootstrap,void,False,False,AbstractDatagramTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,testSimpleSend,private,Bootstrap-Bootstrap-ByteBuf-boolean-byte-int,void,False,False,AbstractDatagramTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,testSimpleSendWithConnect,public,,void,False,True,AbstractDatagramTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,testSimpleSendWithConnect,public,Bootstrap-Bootstrap,void,False,False,AbstractDatagramTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,testSimpleSend0,private,Bootstrap-Bootstrap-ByteBuf-boolean-byte-int-WrapType,void,False,False,AbstractDatagramTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,testSimpleSendWithConnect,private,Bootstrap-Bootstrap-ByteBuf-byte-int,void,False,False,AbstractDatagramTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,testSimpleSendWithConnect0,private,Bootstrap-Bootstrap-ByteBuf-byte-int-WrapType,void,False,False,AbstractDatagramTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,setupServerChannel,private,Bootstrap-byte-CountDownLatch-boolean,Channel,False,False,AbstractDatagramTest
io.netty.testsuite.transport.socket,DatagramUnicastTest,DatagramUnicastTest,closeChannel,private-static,Channel,void,False,False,AbstractDatagramTest
io.netty.testsuite.transport.socket,AbstractServerSocketTest,AbstractServerSocketTest,newFactories,protected,,List,False,False,AbstractTestsuiteTest
io.netty.testsuite.transport.socket,AbstractServerSocketTest,AbstractServerSocketTest,configure,protected,ServerBootstrap-ByteBufAllocator,void,False,False,AbstractTestsuiteTest
io.netty.testsuite.transport.socket,AbstractServerSocketTest,AbstractServerSocketTest,newSocketAddress,protected,,SocketAddress,False,False,AbstractTestsuiteTest
io.netty.testsuite.transport.socket,AbstractDatagramTest,AbstractDatagramTest,newFactories,protected,,List,False,False,AbstractComboTestsuiteTest
io.netty.testsuite.transport.socket,AbstractDatagramTest,AbstractDatagramTest,configure,protected,Bootstrap-Bootstrap-ByteBufAllocator,void,False,False,AbstractComboTestsuiteTest
io.netty.testsuite.transport.socket,AbstractDatagramTest,AbstractDatagramTest,newSocketAddress,protected,,SocketAddress,False,False,AbstractComboTestsuiteTest
io.netty.testsuite.transport.socket,AbstractDatagramTest,AbstractDatagramTest,internetProtocolFamily,protected,,InternetProtocolFamily,False,False,AbstractComboTestsuiteTest
io.netty.testsuite.transport.socket,SocketObjectEchoTest,SocketObjectEchoTest,testObjectEcho,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketObjectEchoTest,SocketObjectEchoTest,testObjectEcho,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketObjectEchoTest,SocketObjectEchoTest,testObjectEchoNotAutoRead,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketObjectEchoTest,SocketObjectEchoTest,testObjectEchoNotAutoRead,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketObjectEchoTest,SocketObjectEchoTest,testObjectEcho,private-static,ServerBootstrap-Bootstrap-boolean,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,AbstractSocketShutdownOutputByPeerTest,AbstractSocketShutdownOutputByPeerTest,testShutdownOutput,public,,void,False,True,AbstractServerSocketTest
io.netty.testsuite.transport.socket,AbstractSocketShutdownOutputByPeerTest,AbstractSocketShutdownOutputByPeerTest,testShutdownOutput,public,ServerBootstrap,void,False,False,AbstractServerSocketTest
io.netty.testsuite.transport.socket,AbstractSocketShutdownOutputByPeerTest,AbstractSocketShutdownOutputByPeerTest,testShutdownOutputWithoutOption,public,,void,False,True,AbstractServerSocketTest
io.netty.testsuite.transport.socket,AbstractSocketShutdownOutputByPeerTest,AbstractSocketShutdownOutputByPeerTest,testShutdownOutputWithoutOption,public,ServerBootstrap,void,False,False,AbstractServerSocketTest
io.netty.testsuite.transport.socket,AbstractSocketShutdownOutputByPeerTest,AbstractSocketShutdownOutputByPeerTest,shutdownOutput,abstract-protected,Socket,void,False,False,AbstractServerSocketTest
io.netty.testsuite.transport.socket,AbstractSocketShutdownOutputByPeerTest,AbstractSocketShutdownOutputByPeerTest,connect,abstract-protected,Socket-SocketAddress,void,False,False,AbstractServerSocketTest
io.netty.testsuite.transport.socket,AbstractSocketShutdownOutputByPeerTest,AbstractSocketShutdownOutputByPeerTest,close,abstract-protected,Socket,void,False,False,AbstractServerSocketTest
io.netty.testsuite.transport.socket,AbstractSocketShutdownOutputByPeerTest,AbstractSocketShutdownOutputByPeerTest,write,abstract-protected,Socket-int,void,False,False,AbstractServerSocketTest
io.netty.testsuite.transport.socket,AbstractSocketShutdownOutputByPeerTest,AbstractSocketShutdownOutputByPeerTest,newSocket,abstract-protected,,Socket,False,False,AbstractServerSocketTest
io.netty.testsuite.transport.socket,SocketRstTest,SocketRstTest,assertRstOnCloseException,protected,IOException-Channel,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketRstTest,SocketRstTest,testSoLingerZeroCausesOnlyRstOnClose,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketRstTest,SocketRstTest,testSoLingerZeroCausesOnlyRstOnClose,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketRstTest,SocketRstTest,testNoRstIfSoLingerOnClose,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketRstTest,SocketRstTest,testNoRstIfSoLingerOnClose,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketCloseForciblyTest,SocketCloseForciblyTest,testCloseForcibly,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketCloseForciblyTest,SocketCloseForciblyTest,testCloseForcibly,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketReadPendingTest,SocketReadPendingTest,testReadPendingIsResetAfterEachRead,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketReadPendingTest,SocketReadPendingTest,testReadPendingIsResetAfterEachRead,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,createGroup,public-static,,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,destroyGroup,public-static,,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,computeWaitRead,private-static,int,long,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,computeWaitWrite,private-static,int,long,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,computeWaitAutoRead,private-static,int,long,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,testNoTrafficShapping,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,testNoTrafficShapping,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,testWriteTrafficShapping,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,testWriteTrafficShapping,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,testReadTrafficShapping,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,testReadTrafficShapping,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,testWrite1TrafficShapping,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,testWrite1TrafficShapping,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,testRead1TrafficShapping,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,testRead1TrafficShapping,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,testWriteGlobalTrafficShapping,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,testWriteGlobalTrafficShapping,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,testReadGlobalTrafficShapping,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,testReadGlobalTrafficShapping,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,testAutoReadTrafficShapping,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,testAutoReadTrafficShapping,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,testAutoReadGlobalTrafficShapping,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,testAutoReadGlobalTrafficShapping,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,TrafficShapingHandlerTest,TrafficShapingHandlerTest,testTrafficShapping0,private-static,ServerBootstrap-Bootstrap-boolean-boolean-boolean-boolean-int-long-int,void,False,False,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketShutdownOutputByPeerTest,SocketShutdownOutputByPeerTest,shutdownOutput,protected,Socket,void,False,False,AbstractSocketShutdownOutputByPeerTest
io.netty.testsuite.transport.socket,SocketShutdownOutputByPeerTest,SocketShutdownOutputByPeerTest,connect,protected,Socket-SocketAddress,void,False,False,AbstractSocketShutdownOutputByPeerTest
io.netty.testsuite.transport.socket,SocketShutdownOutputByPeerTest,SocketShutdownOutputByPeerTest,close,protected,Socket,void,False,False,AbstractSocketShutdownOutputByPeerTest
io.netty.testsuite.transport.socket,SocketShutdownOutputByPeerTest,SocketShutdownOutputByPeerTest,write,protected,Socket-int,void,False,False,AbstractSocketShutdownOutputByPeerTest
io.netty.testsuite.transport.socket,SocketShutdownOutputByPeerTest,SocketShutdownOutputByPeerTest,newSocket,protected,,Socket,False,False,AbstractSocketShutdownOutputByPeerTest
io.netty.testsuite.transport.socket,SocketBufReleaseTest,SocketBufReleaseTest,testBufRelease,public,,void,False,True,AbstractSocketTest
io.netty.testsuite.transport.socket,SocketBufReleaseTest,SocketBufReleaseTest,testBufRelease,public,ServerBootstrap-Bootstrap,void,False,False,AbstractSocketTest
